State,PWSName,County
TX,MULLINS MOBILE HOME PARK,Moore County
TX,DENTON COUNTY FWSD  LANTANA,Denton County
TX,CITY OF YOAKUM,DeWitt County
TX,CITY OF EASTLAND,Eastland County
TX,CITY OF ODESSA,Ector County
TX,ROCKETT SUD,Ellis County
TX,SARDIS LONE ELM WSC,Ellis County
TX,FORT BLISS MAIN POST AREA,El Paso County
TX,EAST BIGGS WATER SYSTEM,Cass County
TX,SOUTHWEST FANNIN COUNTY SUD,Fannin County
TX,CITY OF LA GRANGE,Fayette County
TX,CITY OF NEEDVILLE,Fort Bend County
TX,CITY OF ROSENBERG,Fort Bend County
TX,CITY OF RICHMOND,Fort Bend County
TX,CITY OF MEADOWS PLACE,Fort Bend County
TX,THUNDERBIRD UTILITY DISTRICT,Fort Bend County
TX,PLANTATION MUD,Fort Bend County
TX,PECAN GROVE MUD,Fort Bend County
TX,FORT BEND COUNTY MUD  WAT PLAT,Fort Bend County
TX,CINCO MUD,Fort Bend County
TX,HARRIS FORT BEND COUNTIES MUD,Fort Bend County
TX,LAMAR CISD FOSTER BRISCOE AND WERTHEIMER,Fort Bend County
TX,KINGDOM HEIGHTS WATER SYSTEM,Fort Bend County
TX,CITY OF PEARSALL,Frio County
TX,CITY OF SEMINOLE,Gaines County
TX,CITY OF FRIENDSWOOD,Galveston County
TX,CITY OF LA MARQUE,Galveston County
TX,SAN LEON MUD,Galveston County
TX,CITY OF FREDERICKSBURG,Gillespie County
TX,CITY OF DENISON,Grayson County
TX,SOUTH GRAYSON SUD,Grayson County
TX,CITY OF GLADEWATER,Gregg County
TX,CITY OF LONGVIEW,Gregg County
TX,ELDERVILLE WSC,Gregg County
TX,CITY OF SCHERTZ,Guadalupe County
TX,CRYSTAL CLEAR SUD,Guadalupe County
TX,CITY OF BELLAIRE,Harris County
TX,CITY OF GALENA PARK,Harris County
TX,SOUTHERN WATER,Harris County
TX,CITY OF KATY,Fort Bend County
TX,CITY OF LA PORTE,Harris County
TX,CITY OF TOMBALL,Harris County
TX,CITY OF SPRING VALLEY VILLAGE,Harris County
TX,TIMBER LANE UTILITY DISTRICT,Harris County
TX,CITY OF PASADENA,Harris County
TX,CITY OF SOUTH HOUSTON,Harris County
TX,NORTH GREEN MUD,Harris County
TX,FALLBROOK UTILITY DISTRICT,San Diego County
TX,NEWPORT MUD,Harris County
TX,MASON CREEK UTILITY DISTRICT,Harris County
TX,PONDEROSA FOREST UTILITY DISTRICT,Harris County
TX,SAGEMEADOW UTILITY DISTRICT,Harris County
TX,MEADOWHILL REGIONAL MUD,Harris County
TX,CLEAR BROOK CITY MUD,Harris County
TX,CNP UTILITY DISTRICT,Harris County
TX,CYPRESSWOOD UTILITY DISTRICT,Harris County
TX,FOUNTAINHEAD MUD,Harris County
TX,MALCOMSON ROAD UTILITY DISTRICT,Harris County
TX,HARRIS COUNTY MUD  CARRIAGE LANE,Harris County
TX,HARRIS COUNTY UTILITY DISTRICT,Harris County
TX,PINE TRAILS UTILITY,Harris County
TX,WEST MEMORIAL MUD,Harris County
TX,NORTHWEST PARK MUD,Harris County
TX,CHARTERWOOD MUD,Harris County
TX,HARRIS COUNTY MUD  HERITAGE PARK,Harris County
TX,ALDINE ISD GRACE RAYMOND ELEMENTARY SCHO,Harris County
TX,CYPRESS FOREST PUD,Harris County
TX,MEMORIAL MUD,Harris County
TX,CIMARRON MUD,Harris County
TX,CY CHAMP PUD,Harris County
TX,EXXON MOBIL BAYTOWN REFINERY,Harris County
TX,CITY OF HOUSTON DISTRICT,Harris County
TX,BARKER CYPRESS MUD,Harris County
TX,CLAY ROAD MUD,Harris County
TX,WESTERN PINES MHP,Harris County
TX,HORSEPEN BAYOU MUD,Harris County
TX,BILMA PUD,Harris County
TX,CITY OF HOUSTON WILLOW CHASE,Harris County
TX,NOTTINGHAM COUNTRY MUD,Harris County
TX,HARRIS COUNTY MUD  FAIRFIELD VILLAGE,Harris County
TX,SPRING MEADOWS MUD,Harris County
TX,HARRIS-FORT BEND COUNTIES MUD,Fort Bend County
TX,HARRIS COUNTY MUD  CYPRESS CREEK LAKE,Harris County
TX,CITY OF MARSHALL,Harrison County
TX,CITY OF HALLSVILLE,Harrison County
TX,CITY OF HASKELL,Haskell County
TX,TEXAS STATE UNIVERSITY - SAN MARCOS,Hays County
TX,PLUM CREEK,Hays County
TX,HAYS CONSOLIDATED ISD JACK C HAYS HIGH S,Hays County
TX,CITY OF ALAMO,Hidalgo County
TX,CITY OF SAN JUAN,Hidalgo County
TX,CITY OF HIDALGO,Hidalgo County
TX,SHARYLAND WSC,Hidalgo County
TX,MILITARY HWY WSC PROGRESO,Hidalgo County
TX,FILES VALLEY WSC,Hill County
TX,OAK TRAIL SHORES,Hood County
TX,CITY OF CUMBY,Hopkins County
TX,THE CONSOLIDATED WSC CENTRAL SYSTEM,Houston County
TX,HOLIDAY ESTATES WATER,Polk County
TX,COMBINED CONSUMERS SUD,Hunt County
TX,HICKORY CREEK SUD,Hunt County
TX,CITY OF JACKSBORO,Jack County
TX,CITY OF JASPER,Jasper County
TX,UPPER JASPER COUNTY WATER AUTHORITY,Jasper County
TX,JEFFERSON COUNTY WCID,Jefferson County
TX,JIM HOGG COUNTY WCID,Jim Hogg County
TX,CITY OF ALICE,Jim Wells County
TX,CITY OF VENUS,Johnson County
TX,BETHANY SUD,Johnson County
TX,JOHNSON COUNTY SUD,Johnson County
TX,HAWLEY WSC,Jones County
TX,CITY OF KARNES CITY,Karnes County
TX,CITY OF KENEDY,Karnes County
TX,EL OSO WSC,Karnes County
TX,CITY OF MABANK,Kaufman County
TX,FORNEY LAKE WSC,Rockwall County
TX,TALTY SUD,Kaufman County
TX,CITY OF BOERNE,Kendall County
TX,VERDE PARK ESTATES,Val Verde County
TX,NAVAL AIR STATION KINGSVILLE,Kleberg County
TX,CITY OF PARIS,Lamar County
TX,KEMPNER WSC,Lampasas County
TX,CITY OF GIDDINGS,Lee County
TX,FLO COMMUNITY WSC,Leon County
TX,CONCORD-ROBBINS WSC,Leon County
TX,HARDIN WSC,Liberty County
TX,CITY OF GROESBECK,Limestone County
TX,CITY OF HORSESHOE BAY,Llano County
TX,CITY OF MCGREGOR,McLennan County
TX,CITY OF LACY LAKEVIEW,McLennan County
TX,CITY OF WOODWAY,McLennan County
TX,TEXAS STATE TECHNICAL COLLEGE - WACO,McLennan County
TX,CITY OF EAGLE PASS,Maverick County
TX,CITY OF HONDO,Medina County
TX,AIRLINE MOBILE HOME PARK,Midland County
TX,CITY OF CAMERON,Milam County
TX,CITY OF ROCKDALE,Milam County
TX,MILANO WSC,Milam County
TX,MITCHELL COUNTY UTILITY,Mitchell County
TX,CITY OF BOWIE,Montague County
TX,CITY OF SAINT JO,Montague County
TX,CITY OF OAK RIDGE NORTH,Montgomery County
TX,PORTER SUD,Montgomery County
TX,SOUTHERN MONTGOMERY COUNTY MUD,Montgomery County
TX,STANLEY LAKE MUD,Montgomery County
TX,NEW CANEY MUD,Montgomery County
TX,MONTGOMERY COUNTY WCID,Montgomery County
TX,TEXAS NATIONAL MUD,Montgomery County
TX,CARRIAGE HILLS,Montgomery County
TX,DECKER HILLS,Montgomery County
TX,CONROE ISD MOOREHEAD JR HIGH SCHOOL,Montgomery County
TX,OLD EGYPT SUBDIVISION,Montgomery County
TX,WOODRIDGE MUD,Boulder County
TX,CITY OF DAINGERFIELD,Morris County
TX,CITY OF NACOGDOCHES,Nacogdoches County
TX,EMHOUSE WATER SYSTEM,Navarro County
TX,RICE WSC,Navarro County
TX,WINKLER WSC,Navarro County
TX,NAVARRO MILLS WSC,Navarro County
TX,SOUTH NEWTON WSC,Newton County
TX,CORPUS CHRISTI NAVAL AIR STATION,Nueces County
TX,ORANGE COUNTY WCID,Orange County
TX,CITY OF MINERAL WELLS,Palo Pinto County
TX,POSSUM KINGDOM WSC,Palo Pinto County
TX,CITY OF CARTHAGE,Panola County
TX,CITY OF WILLOW PARK,Parker County
TX,CITY OF FORT STOCKTON,Pecos County
TX,PECOS COUNTY WCID,Pecos County
TX,CANYON PARK WSC,Polk County
TX,LAKE LIVINGSTON PINESHADOWS EAST,Polk County
TX,CITY OF EMORY,Rains County
TX,MADERA VALLEY WSC,Reeves County
TX,CITY OF HEARNE,Robertson County
TX,CITY OF ROYSE CITY,Rockwall County
TX,ARLAM CONCORD WSC,Rusk County
TX,CHALK HILL SUD,Rusk County
TX,CITY OF INGLESIDE,San Patricio County
TX,RICHLAND SUD,San Saba County
TX,CITY OF CENTER,Shelby County
TX,SHELBYVILLE WSC,Shelby County
TX,STARRVILLE-FRIENDSHIP WSC,Smith County
TX,JACKSON WSC,Smith County
TX,LINDALE RURAL WSC,Smith County
TX,CITY OF WHITEHOUSE,Smith County
TX,SOUTHERN UTILITIES,Smith County
TX,UNION WSC,Starr County
TX,CITY OF RIO GRANDE CITY,Starr County
TX,TULIA MUNICIPAL WATER SYSTEM,Swisher County
TX,CITY OF BEDFORD,Tarrant County
TX,CITY OF MANSFIELD,Tarrant County
TX,BENBROOK WATER AUTHORITY,Tarrant County
TX,CITY OF COLLEYVILLE,Tarrant County
TX,COMMUNITY WSC,Tarrant County
TX,CITY OF NORTH RICHLAND HILLS,Tarrant County
TX,CITY OF SANSOM PARK,Tarrant County
TX,CITY OF WHITE SETTLEMENT,Tarrant County
TX,CITY OF KELLER,Tarrant County
TX,STEAMBOAT MOUNTAIN WSC,Taylor County
TX,CITY OF BROWNFIELD,Terry County
TX,CITY OF MOUNT PLEASANT,Titus County
TX,CREEDMOOR MAHA WSC,Travis County
TX,CITY OF LAGO VISTA,Travis County
TX,WINDERMERE COMMUNITY,Panola County
TX,WELLS BRANCH MUD,Travis County
TX,NORTHTOWN MUD,Travis County
TX,CITY OF WOODVILLE,Tyler County
TX,TYLER COUNTY SUD,Tyler County
TX,PRITCHETT WATER SUPPLY CORPORATION,Upshur County
TX,CITY OF UVALDE,Uvalde County
TX,KNIPPA WSC,Uvalde County
TX,DEL RIO UTILITIES COMMISSION,Val Verde County
TX,CITY OF VAN,Van Zandt County
TX,FRUITVALE WSC,Van Zandt County
TX,MACBEE SUD,Van Zandt County
TX,SOUTH TAWAKONI WSC,Van Zandt County
TX,CITY OF VICTORIA,Victoria County
TX,WEBB COUNTY WATER UTILITIES,Webb County
TX,CITY OF WHARTON,Wharton County
TX,CITY OF BURKBURNETT,Wichita County
TX,SEBASTIAN MUD,Willacy County
TX,CITY OF ROUND ROCK,Williamson County
TX,CITY OF BARTLETT,Bell County
TX,CITY OF CEDAR PARK,Williamson County
TX,CITY OF LEANDER,Williamson County
TX,WILLIAMSON TRAVIS COUNTY MUD,Williamson County
TX,WILLIAMSON COUNTY MUD,Williamson County
TX,SONTERRA MUD,Williamson County
TX,CITY OF FLORESVILLE,Wilson County
TX,SUNKO WSC,Wilson County
TX,CITY OF KERMIT,Winkler County
TX,CITY OF BRIDGEPORT,Wise County
TX,CITY OF DECATUR,Wise County
TX,CITY OF MINEOLA,Wood County
TX,CITY OF WINNSBORO,Wood County
TX,GOLDEN WSC,Wood County
TX,JONES WSC,Wood County
TX,FOUKE WSC,Wood County
TX,RAMEY WSC,Wood County
TX,CITY OF DENVER CITY,Yoakum County
TX,CITY OF CRYSTAL CITY,Zavala County
UT,Helper City,Carbon County
UT,Centerville City Water System,Davis County
UT,Layton City Water System,Davis County
UT,North Salt Lake City Water System,Salt Lake County
UT,Holden Town Water System,Millard County
UT,"Waterpro, Inc.",Salt Lake County
UT,Holliday Water Company,Salt Lake County
UT,Magna Water Co. & Improvement District,Salt Lake County
UT,White City WID,Salt Lake County
UT,Taylorsville-Bennion WID,Salt Lake County
UT,South Jordan City,Salt Lake County
UT,Salt Lake City Water System,Salt Lake County
UT,Jordan Valley WCD,Salt Lake County
UT,Herriman City,Salt Lake County
UT,Lehi City,Utah County
UT,Lindon City,Utah County
UT,Orem City Water System,Utah County
UT,Hooper Water Improvement District,Weber County
UT,North Ogden City,Weber County
UT,Brigham City Water System,Box Elder County
UT,Logan City Water System,Cache County
UT,Price Municipal Corporation,Carbon County
UT,Clinton City Water System,Davis County
UT,Kaysville City Water System,Davis County
UT,Syracuse City Water System,Davis County
UT,Bountiful City Water System,Davis County
UT,Hill AFB,Davis County
UT,Cedar City Waterworks,Iron County
UT,Granger-Hunter Improvement District,Salt Lake County
UT,Kearns Improvement District,Salt Lake County
UT,West Jordan City Water System,Salt Lake County
UT,Murray City Water System,Salt Lake County
UT,Riverton City Water System,Salt Lake County
UT,Sandy City Water System,Salt Lake County
UT,Ephraim City,Sanpete County
UT,Spanish Fork City,Utah County
UT,American Fork City,Utah County
UT,Highland City,Utah County
UT,Payson City Water System,Utah County
UT,Eagle Mountain City,Utah County
UT,Saint George City Water System,Washington County
UT,Nibley City Water,Cache County
UT,Clearfield City Water System,Davis County
UT,Farmington City Water System,Davis County
UT,South Weber Water System,Davis County
UT,Midvale City Water System,Salt Lake County
UT,South Salt Lake City Water System,Salt Lake County
UT,Draper City Water System,Salt Lake County
UT,Moroni City,Sanpete County
UT,Tooele City Water System,Tooele County
UT,Springville City,Utah County
UT,Provo City,Utah County
UT,Pleasant Grove City,Utah County
UT,Saratoga Springs City,Utah County
UT,Heber City Water System,Wasatch County
UT,Hurricane City,Washington County
UT,Washington City,Washington County
UT,Bona Vista Water District,Weber County
UT,Ogden City Water System,Weber County
UT,Roy City Water System,Weber County
UT,South Ogden City Water System,Weber County
UT,CORINNE CITY,Box Elder County
UT,HYRUM CITY,Cache County
UT,LOGAN CITY WATER SYSTEM,Cache County
UT,SMITHFIELD CITY,Cache County
UT,EAST CARBON CITY,Carbon County
UT,PRICE RIVER WID,Carbon County
UT,CLEARFIELD CITY WATER SYSTEM,Davis County
UT,FARMINGTON CITY WATER SYSTEM,Davis County
UT,SOUTH DAVIS WATER DISTRICT,Davis County
UT,SUNSET CITY WATER SYSTEM,Davis County
UT,SYRACUSE CITY WATER SYSTEM,Davis County
UT,WEST BOUNTIFUL CITY WATER SYSTEM,Davis County
UT,BOUNTIFUL CITY WATER SYSTEM,Davis County
UT,NORTH SALT LAKE CITY WATER SYSTEM,Salt Lake County
UT,Woods Cross City Water,Davis County
UT,HILL AIR FORCE BASE,Davis County
UT,ROOSEVELT CITY WATER SYSTEM,Duchesne County
UT,MOAB CITY,Grand County
UT,DELTA CITY,Millard County
UT,BLUFFDALE WATER SYSTEM,Salt Lake County
UT,WATERPRO INC,Salt Lake County
UT,GRANGER-HUNTER IMPROVEMENT DISTRICT,Salt Lake County
UT,HOLLIDAY WATER COMPANY,Salt Lake County
UT,MIDVALE CITY WATER SYSTEM,Salt Lake County
UT,WEST JORDAN CITY WATER SYSTEM,Salt Lake County
UT,RIVERTON CITY WATER SYSTEM,Salt Lake County
UT,SALT LAKE CITY WATER SYSTEM,Salt Lake County
UT,JORDAN VALLEY WCD,Salt Lake County
UT,SANDY CITY WATER SYSTEM,Salt Lake County
UT,SOUTH SALT LAKE CITY WATER SYSTEM,Salt Lake County
UT,HERRIMAN CITY MUNICIPAL WATER DEPARTMENT,Salt Lake County
UT,BLANDING CITY,San Juan County
UT,MANTI CITY,Sanpete County
UT,RICHFIELD CITY,Sevier County
UT,MOUNTAIN REGIONAL WATER SSD,Summit County
UT,GRANTSVILLE CITY,Tooele County
UT,SANTAQUIN CITY,Utah County
UT,SPANISH FORK CITY,Utah County
UT,PROVO CITY,Utah County
UT,PAYSON CITY WATER SYSTEM,Utah County
UT,MIDWAY CITY WATER SYSTEM,Wasatch County
UT,HILDALE - COLORADO CITY,Mohave County
UT,VIRGIN,Washington County
UT,WASHINGTON CITY,Washington County
UT,WASHINGTON COUNTY WCD - COTTAM,Washington County
UT,HOOPER WATER IMPROVEMENT DISTRICT,Weber County
UT,SOUTH OGDEN CITY WATER SYSTEM,Weber County
UT,BRIGHAM CITY WATER SYSTEM,Box Elder County
UT,TREMONTON CITY,Box Elder County
UT,PERRY CITY,Box Elder County
UT,HYDE PARK CITY WATER SYSTEM,Summit County
UT,PROVIDENCE CITY WATER SYSTEM,Cache County
UT,CENTERVILLE CITY WATER SYSTEM,Davis County
UT,CLINTON CITY WATER SYSTEM,Davis County
UT,KAYSVILLE CITY WATER SYSTEM,Davis County
UT,SOUTH WEBER WATER SYSTEM,Davis County
UT,FRUIT HEIGHTS CITY WATER SYSTEM,Davis County
UT,LAYTON CITY WATER SYSTEM,Davis County
UT,LAGOON INVESTMENT COMPANY,Davis County
UT,BOYER HILL MILITARY HOUSING,Davis County
UT,ENOCH CITY WATER SYSTEM,Iron County
UT,KANAB CITY,Kane County
UT,KEARNS IMPROVEMENT DISTRICT,Salt Lake County
UT,MAGNA WATER DISTRICT,Salt Lake County
UT,TAYLORSVILLE-BENNION ID,Salt Lake County
UT,SOUTH JORDAN CITY,Salt Lake County
UT,MURRAY CITY WATER SYSTEM,Salt Lake County
UT,DRAPER CITY WATER SYSTEM,Salt Lake County
UT,GUNNISON CITY,Sanpete County
UT,EPHRAIM CITY,Sanpete County
UT,PARK CITY WATER SYSTEM,Summit County
UT,STANSBURY PARK IMPROVEMENT DISTRICT,Tooele County
UT,SALEM CITY,Utah County
UT,SPRINGVILLE CITY,Utah County
UT,AMERICAN FORK CITY,Utah County
UT,HIGHLAND CITY,Utah County
UT,LINDON CITY,Utah County
UT,MAPLETON CITY,Utah County
UT,PLEASANT GROVE CITY,Utah County
UT,ELK RIDGE TOWN,Utah County
UT,CEDAR HILLS TOWN WATER SYSTEM,Iron County
UT,"SARATOGA SPRINGS CITY, UT",Utah County
UT,EAGLE MOUNTAIN CITY,Utah County
UT,VINEYARD CITY,Utah County
UT,HEBER CITY WATER SYSTEM,Wasatch County
UT,IVINS,Washington County
UT,ST GEORGE CITY WATER SYSTEM,Washington County
UT,SANTA CLARA CITY,Washington County
UT,BONA VISTA WATER DISTRICT,Weber County
UT,NORTH OGDEN CITY,Weber County
UT,OGDEN CITY WATER SYSTEM,Weber County
UT,PLEASANT VIEW CULINARY WATER,Weber County
UT,RIVERDALE CITY WATER SYSTEM,Weber County
UT,ROY CITY WATER SYSTEM,Weber County
UT,TAYLOR-WEST WEBER WID,Weber County
UT,WASHINGTON TERRACE CITY WATER SYSTEM,Weber County
UT,WEST HAVEN SSD,Weber County
UT,WEBER STATE UNIVERSITY - OGDEN CAMPUS,Weber County
VA,Bland Correctional Center,Bland County
VA,Town of Blacksburg,Montgomery County
VA,Town of Christiansburg,Montgomery County
VA,Washington County Service Authority,Washington County
VA,Earlysville Forest,Albemarle County
VA,South River Sanitary District,Augusta County
VA,Lake Monticello,Fluvanna County
VA,"Food Processors Water Cooperative, Inc.",Rockingham County
VA,Town of Front Royal,Warren County
VA,City of Harrisonburg,County not found
VA,City of Staunton,County not found
VA,City of Waynesboro,County not found
VA,Zuni Presbyterian Homes,Isle of Wight County
VA,City of Chesapeake - Western Branch System,County not found
VA,City of Chesapeake - Northwest River System,County not found
VA,City of Chesapeake - South Norfolk System,County not found
VA,VA American Water Co.,County not found
VA,Fort Eustis,County not found
VA,City of Newport News,County not found
VA,City of Portsmouth,County not found
VA,City of Suffolk,County not found
VA,City of Virginia Beach,County not found
VA,Gloucester County WTP,Gloucester County
VA,Hanover Suburban Water System,Hanover County
VA,Amherst County Service Authority,Amherst County
VA,Kentuck Elementary School,Pittsylvania County
VA,Dulles Airport,Loudoun County
VA,Fairfax County Water Authority,Fairfax County
VA,Town of Herndon,Fairfax County
VA,Loudoun Water - Central System,Loudoun County
VA,Wilderness WTP,Loudoun County
VA,Spotsylvania County Utilities,Spotsylvania County
VA,Stafford County Utilities,Stafford County
VA,City of Fairfax,County not found
VA,City of Fredericksburg,County not found
VA,Buchanan County PSA,Buchanan County
VA,Town of Clintwood,Dickenson County
VA,Bristol Virginia Utility Board,Washington County
VA,ACSA Urban Area,Albemarle County
VA,Greenfield,Pittsylvania County
VA,Frederick County Sanitation Authority,Frederick County
VA,City of Charlottesville,Albemarle County
VA,Western Virginia Water Authority,County not found
VA,City of Salem WTP,County not found
VA,City of Winchester,Frederick County
VA,GCWSA - Jarratt,Greensville County
VA,City of Colonial Heights,County not found
VA,Norfolk Naval Base,County not found
VA,Norfolk Naval Shipyard,County not found
VA,USN Little Creek Amphibious Base,County not found
VA,Chesterfield County Central Water System,Chesterfield County
VA,Henrico County Water System,Henrico County
VA,Forest Central Water System,Fauquier County
VA,Campbell County Central System,Campbell County
VA,Upper Smith River Water Supply,Henry County
VA,Rt.  North -,Amherst County
VA,City of Danville,County not found
VA,City of Lynchburg,Amherst County
VA,City of Martinsville,County not found
VA,Arlington County,Arlington County
VA,Town of Culpeper,Culpeper County
VA,Fort Belvoir,Fairfax County
VA,Town of Leesburg,Loudoun County
VA,PWCSA - West,Prince William County
VA,PWCSA - East End Service Area,Prince William County
VA,Dale City,Prince William County
VA,Quantico Marine Base - Mainside,Prince William County
VA,City of Falls Church,County not found
VA,City of Manassas,County not found
VA,City of Manassas Park,County not found
VA,Woodway Water Authority,Lee County
VA,City of Radford,County not found
VA,NCSA - Wintergreen,Nelson County
VA,Town of Vinton,Roanoke County
VA,James City Service Authority - Central System,James City County
VA,City of Petersburg,County not found
VA,City of Williamsburg,County not found
VA,Atlee Square Shopping Center,Hanover County
VA,Amelia Courthouse,Amelia County
VA,Ronald Reagan National Airport,Arlington County
VA,Town of Vienna,Fairfax County
VA,BUCHANAN CO PSA,Buchanan County
VA,"CLINTWOOD, TOWN OF",Dickenson County
VA,DCPSA-FEARLS BRANCH,Dickenson County
VA,WOODWAY WATER AUTHORITY,Lee County
VA,"BLACKSBURG, TOWN OF",Montgomery County
VA,CASTLEWOOD - RCPSA,Russell County
VA,"LEBANON, TOWN OF",Russell County
VA,MOCCASIN GAP_SCOTT CO PSA,Washington County
VA,SCPSA - NICKELSVILLE,Scott County
VA,"MARION, TOWN OF",Smyth County
VA,"BLUEFIELD, TOWN OF",Tazewell County
VA,CLAYPOOL HILL TAZEWELL CO PSA,Tazewell County
VA,EASTERN TAZEWELL COUNTY,Tazewell County
VA,WASHINGTON COUNTY SERVICE AUTHORITY,Washington County
VA,WISE COUNTY REGIONAL WATER SYSTEM,Wise County
VA,"WISE, TOWN OF",Wise County
VA,"WYTHEVILLE, TOWN OF",Wythe County
VA,"GALAX, CITY OF",County not found
VA,"NORTON, CITY OF",County not found
VA,ACSA CROZET,Albemarle County
VA,ACSA URBAN AREA,Albemarle County
VA,SOUTH RIVER SANITARY DISTRICT,Augusta County
VA,"BERRYVILLE, TOWN OF",Clarke County
VA,NCSA - WINTERGREEN,Nelson County
VA,"BRIDGEWATER, TOWN OF",Rockingham County
VA,"STRASBURG, TOWN OF",Shenandoah County
VA,"FRONT ROYAL, TOWN OF",Warren County
VA,"CHARLOTTESVILLE, CITY OF",Albemarle County
VA,"COVINGTON, CITY OF",County not found
VA,WESTERN VIRGINIA WATER AUTHORITY,County not found
VA,"SALEM, CITY OF",County not found
VA,"STAUNTON, CITY OF",County not found
VA,"WINCHESTER, CITY OF",Frederick County
VA,NORTHERN DEVELOPMENT SERVICE DIST.,Fairfax County
VA,KINGS VILLAGE - JCSA,York County
VA,CITY OF CHESAPEAKE - WESTERN BRANCH SYS,County not found
VA,CITY OF CHESAPEAKE - NORTHWEST RIVER SYS,County not found
VA,"COLONIAL HEIGHTS, CITY OF",County not found
VA,LANGLEY AIR FORCE BASE,County not found
VA,VIRGINIA-AMERICAN WATER CO.,County not found
VA,"NEWPORT NEWS, CITY OF",County not found
VA,"NORFOLK VA, CITY OF",County not found
VA,"PETERSBURG, CITY OF",County not found
VA,"PORTSMOUTH, CITY OF",County not found
VA,GLOUCESTER COUNTY WATER SYSTEM,Gloucester County
VA,ACQUINTON/HAMILTON HOLMES,King William County
VA,RICHMOND VA CITY OF,County not found
VA,AMHERST CO SERVICE AUTHORITY,Amherst County
VA,"ALTAVISTA, TOWN OF",Campbell County
VA,UPPER SMITH RIVER WATER SUPPLY,Henry County
VA,MOUNT HERMON,Pittsylvania County
VA,"MARTINSVILLE, CITY OF",County not found
VA,NATIONAL AIRPORT,Arlington County
VA,LAKE LAND`OR,Caroline County
VA,DULLES AIRPORT,Loudoun County
VA,FORT BELVOIR NORTH AREA,Fairfax County
VA,"HERNDON, TOWN OF",Fairfax County
VA,"VIENNA, TOWN OF",Fairfax County
VA,NEW BALTIMORE REGIONAL,Baltimore County
VA,"HAMILTON, TOWN OF",Loudoun County
VA,LOUDOUN WATER - CENTRAL SYSTEM,Loudoun County
VA,QUANTICO MCB-CAMP BARRETT,Stafford County
VA,DALE CITY,Prince William County
VA,SPOTSY CO HS,Spotsylvania County
VA,"ALEXANDRIA, CITY OF",County not found
VA,"MANASSAS, CITY OF",County not found
VA,"MANASSAS PARK, CITY OF",County not found
VA,CARROLL REGIONAL WATER SYSTEM,Fairfax County
VA,DCPSA - BIG CANEY,Greensville County
VA,"PEARISBURG, TOWN OF",Giles County
VA,DUFFIELD_SCOTT CO PSA,Wise County
VA,THOMAS BRIDGE WATER CORP,Smyth County
VA,"TAZEWELL, TOWN OF",Tazewell County
VA,"COEBURN, TOWN OF",Wise County
VA,WYTHE COUNTY EAST,Wythe County
VA,BVU AUTHORITY,Washington County
VA,LAKE MONTICELLO,Fluvanna County
VA,FREDERICK WATER,Frederick County
VA,LOUISA COUNTY WATER AUTHORITY,Louisa County
VA,"LURAY, TOWN OF",Page County
VA,"BROADWAY, TOWN OF",Rockingham County
VA,"GROTTOES, TOWN OF",Rockingham County
VA,THREE SPRINGS REGIONAL - RCPW,Madison County
VA,"TIMBERVILLE, TOWN OF",Rockingham County
VA,"WOODSTOCK, TOWN OF",Shenandoah County
VA,"CLIFTON FORGE, TOWN OF",Alleghany County
VA,"HARRISONBURG, CITY OF",County not found
VA,"LEXINGTON, CITY OF",County not found
VA,"WAYNESBORO, CITY OF",County not found
VA,CAPTAINS COVE,Accomack County
VA,DCWA CENTRAL,Dinwiddie County
VA,GCWSA - JARRATT,Greensville County
VA,"SMITHFIELD, TOWN OF",Isle of Wight County
VA,JCSA - CENTRAL SYSTEM,James City County
VA,SOLENIS,County not found
VA,"FRANKLIN, CITY OF",County not found
VA,NORFOLK NAVAL BASE,County not found
VA,"SUFFOLK, CITY OF",County not found
VA,N A S OCEANA,County not found
VA,"VIRGINIA BEACH, CITY OF",County not found
VA,"WILLIAMSBURG, CITY OF",County not found
VA,CHESTERFIELD CO CENTRAL WATER SYSTEM,Chesterfield County
VA,HANOVER SUBURBAN WATER SYSTEM,Hanover County
VA,"WEST POINT, TOWN OF",King William County
VA,BUCKINGHAM CO WATER SYSTEM,Buckingham County
VA,CAMPBELL COUNTY CENTRAL SYSTEM,Campbell County
VA,WESTLAKE AREA PUBLIC WATER SYSTEM,County not found
VA,"ROCKY MOUNT, TOWN OF",Franklin County
VA,"DANVILLE, CITY OF",County not found
VA,"LYNCHBURG, CITY OF",Amherst County
VA,ARLINGTON COUNTY,Arlington County
VA,CAROLINE UTILITY SYSTEM,Caroline County
VA,"CULPEPER, TOWN OF",Culpeper County
VA,FORT BELVOIR,Fairfax County
VA,FAIRFAX COUNTY WATER AUTHORITY,Fairfax County
VA,"WARRENTON, TOWN OF",Fauquier County
VA,KING GEORGE CO. COURTHOUSE,King George County
VA,"NAVAL SUPPORT FACILITY, DAHLGREN",King George County
VA,"ROUND HILL, TOWN OF",Loudoun County
VA,"ORANGE, TOWN OF",Orange County
VA,PWCSA - WEST,Prince William County
VA,PWCSA - EAST,Prince William County
VA,QUANTICO MARINE BASE-MAINSIDE,Prince William County
VA,SPOTSYLVANIA COUNTY UTILITIES,Spotsylvania County
VA,STAFFORD COUNTY UTILITIES,Stafford County
VI,Sunny Isle Shopping Center,Sion Farm
VI,Water & Power Auth.,Sion Farm
VI,WATER AND POWER AUTHORITY-STT,Southside
